source,destination,distance_in_km,time_of_day,traffic_level,weather,route_risk,delay_probability,risk_level,time_delay
Gurugram,Mathura,32,Evening,Low,Storm,8.83132733,0.290587777,Low,8.727981374
Delhi,Meerut,20,Afternoon,Low,Rain,9.99876787,0.524151417,Medium,6.574013124
Meerut,Sonipat,70,Afternoon,Low,Clear,9.985674399,0.999596118,Medium,1.056038804
Noida,Meerut,18,Afternoon,Medium,Clear,9.887650834,0.986854839,Medium,1.455466343
Faridabad,Ghaziabad,22,Morning,Medium,Storm,4.638999427,0.168668835,Low,9.88133673
Faridabad,Gurugram,32,Evening,High,Rain,5.567867084,0.048996199,Low,8.124376058
Ghaziabad,Faridabad,22,Night,Medium,Clear,9.999572096,0.280331584,Medium,5.714176613
Noida,Ghaziabad,18,Morning,Medium,Rain,7.554323295,0.609585071,Medium,0.131595031
Sonipat,Delhi,20,Morning,Low,Rain,9.934950771,0.752880598,Medium,1.019912629
Sonipat,Delhi,20,Morning,Low,Clear,7.668467174,0.995045087,Medium,8.862191295
Gurugram,Noida,18,Morning,Low,Storm,8.471180595,0.739853246,Medium,1.774493353
Gurugram,Delhi,20,Morning,Medium,Clear,4.641518448,0.988355044,Medium,0.79955939
Noida,Ghaziabad,18,Morning,High,Rain,6.662291167,0.522571445,Medium,0.304221988
Delhi,Gurugram,20,Morning,High,Clear,8.857817901,0.476002883,Low,9.960288329
Delhi,Meerut,20,Afternoon,High,Storm,7.659784754,0.340259039,Low,9.993927383
Sonipat,Ghaziabad,22,Evening,Medium,Rain,9.995688797,0.843162199,Medium,1.111796382
Gurugram,Delhi,20,Morning,Low,Clear,1.529985461,0.999848911,Low,7.090669489
Meerut,Sonipat,70,Night,Medium,Storm,9.980354627,0.347176311,Medium,8.001060481
Sonipat,Noida,18,Night,High,Storm,2.556448566,0.158674957,Low,1.654204213
Delhi,Faridabad,20,Morning,High,Storm,1.072116823,0.143957386,Low,0.747461592
Gurugram,Noida,18,Evening,High,Clear,9.949315259,0.765706441,Medium,1.516296594
Delhi,Noida,20,Afternoon,Medium,Rain,9.999961676,0.443715906,Medium,1.991262094
Faridabad,Sonipat,28,Morning,Medium,Rain,7.306699367,0.034025316,Medium,1.016008892
Mathura,Faridabad,28,Afternoon,Low,Clear,9.99900535,0.01403072,Low,0.313256183
Noida,Mathura,18,Afternoon,High,Rain,9.826356217,0.942328615,Medium,5.046694472
Meerut,Gurugram,32,Afternoon,High,Clear,9.99949175,0.99040916,Medium,1.206343228
Faridabad,Sonipat,28,Afternoon,Low,Rain,5.445553524,0.013101625,Low,9.531197797
Mathura,Ghaziabad,22,Morning,Medium,Clear,9.797891349,0.976969865,Medium,8.489269756
Mathura,Delhi,20,Morning,High,Clear,6.237772937,0.978304097,Medium,9.999127125
Mathura,Faridabad,28,Night,Medium,Clear,8.589959238,0.955414295,Medium,3.47445567
Mathura,Ghaziabad,22,Night,Low,Rain,9.999502961,0.081252764,Medium,9.667401422
Gurugram,Noida,18,Morning,High,Storm,8.920555758,0.711556252,Medium,9.921857922
Delhi,Meerut,20,Night,High,Rain,0.659318741,0.677610826,Medium,9.995754424
Ghaziabad,Sonipat,22,Night,High,Clear,5.144139165,0.890557361,Low,8.645824046
Ghaziabad,Faridabad,22,Night,High,Clear,9.656984422,0.999996028,Medium,8.641743427
Sonipat,Faridabad,28,Morning,Low,Rain,9.820805668,0.577799913,Medium,0.801498191
Sonipat,Gurugram,32,Night,Low,Clear,9.469021837,0.759163337,Medium,9.953028448
Ghaziabad,Meerut,22,Morning,Medium,Rain,2.277561871,0.166569962,Medium,1.997584885
Delhi,Sonipat,20,Evening,Low,Storm,9.989797465,0.756858339,Medium,4.592602134
Meerut,Noida,18,Morning,High,Rain,1.147536408,0.986037978,Medium,9.543925892
Mathura,Noida,18,Afternoon,Low,Clear,6.590257496,0.910323251,Medium,0.930003096
Sonipat,Faridabad,28,Morning,High,Rain,9.799125912,0.02474848,Medium,5.283836286
Sonipat,Meerut,70,Evening,High,Clear,6.887031466,0.046150707,Medium,9.795287723
Gurugram,Noida,18,Evening,Medium,Storm,1.806481456,0.609194323,Medium,0.781904603
Noida,Faridabad,18,Night,High,Clear,7.794331662,0.924383211,Medium,3.30944593
Faridabad,Meerut,28,Evening,High,Clear,0.036785062,0.944641956,Low,9.920648739
Ghaziabad,Gurugram,32,Morning,High,Storm,9.409088905,0.569671562,Low,8.929532152
Delhi,Sonipat,20,Night,High,Rain,8.793276267,0.986108199,Medium,3.207523711
Noida,Mathura,18,Afternoon,High,Clear,9.625001275,0.999693002,Medium,8.082498796
Delhi,Noida,20,Morning,High,Rain,9.949671019,0.976832284,Medium,5.877539937
Sonipat,Delhi,20,Afternoon,Low,Rain,9.713529098,0.839354007,Medium,8.228265221
Ghaziabad,Delhi,20,Evening,Medium,Rain,8.123775488,0.99999265,Medium,0.361544327
Gurugram,Sonipat,32,Night,Low,Storm,9.783416944,0.95483893,Medium,3.797210162
Delhi,Meerut,20,Evening,Low,Rain,9.674007957,0.274218848,Medium,5.30499463
Delhi,Sonipat,20,Morning,Medium,Clear,2.528467187,0.999739717,Medium,1.514209134
Faridabad,Delhi,20,Evening,High,Storm,4.422213932,0.713954895,Low,3.736719383
Meerut,Gurugram,32,Night,Medium,Storm,3.297404626,0.839902583,Medium,3.649400375
Ghaziabad,Sonipat,22,Night,Low,Clear,9.159410561,0.966651875,Medium,6.809312755
Faridabad,Delhi,20,Evening,Medium,Clear,9.972280187,0.507976188,Medium,0.152704191
Sonipat,Meerut,70,Night,High,Clear,9.801736995,0.078257745,Medium,1.796325921
Mathura,Faridabad,28,Afternoon,High,Clear,9.998742706,0.465194611,Low,9.376784311
Noida,Ghaziabad,18,Night,Medium,Clear,4.052320443,0.914617189,Medium,2.022629345
Sonipat,Mathura,160,Evening,Low,Clear,9.988467531,0.999968202,Medium,0.428508368
Noida,Meerut,18,Morning,Medium,Rain,0.024669024,0.828705028,Medium,9.917861265
Gurugram,Delhi,20,Morning,Medium,Storm,5.211521774,0.981730181,Medium,6.492362016
Faridabad,Noida,18,Evening,Low,Storm,9.724872509,0.884186882,Medium,4.041768063
Gurugram,Delhi,20,Evening,Medium,Clear,4.324443991,0.999965711,Medium,0.110499612
Sonipat,Meerut,70,Night,Low,Clear,0.533282386,0.99968682,Medium,0.811090372
Meerut,Faridabad,28,Afternoon,Low,Clear,7.94238885,0.8927522,Medium,9.947405141
Noida,Meerut,18,Evening,High,Clear,9.737810328,0.714433666,Medium,9.197785103
Ghaziabad,Sonipat,22,Evening,High,Clear,9.999792455,0.906726805,Medium,6.937009804
Meerut,Mathura,70,Night,Low,Clear,8.718217544,0.873108525,Medium,8.438506034
Faridabad,Ghaziabad,22,Morning,High,Storm,9.973475013,0.049557396,Low,3.214977276
Sonipat,Delhi,20,Night,High,Storm,9.765291277,0.923499953,High,1.913729335
Delhi,Sonipat,20,Morning,High,Rain,9.824614036,0.746060749,Medium,8.759952903
Delhi,Meerut,20,Evening,Medium,Rain,8.871671068,0.989503515,Medium,8.942479696
Noida,Gurugram,18,Night,Medium,Clear,6.825265346,0.859218719,Medium,4.168101038
Delhi,Sonipat,20,Afternoon,Low,Rain,8.321598816,0.414637883,Medium,2.268195486
Noida,Meerut,18,Night,Low,Clear,8.128878078,0.910212927,Medium,1.451336028
Meerut,Faridabad,28,Morning,Medium,Rain,9.99967357,0.498190328,Medium,9.052349124
Noida,Ghaziabad,18,Morning,Low,Storm,4.861938419,0.827743139,Low,5.453673561
Sonipat,Mathura,160,Evening,Low,Clear,8.812218901,0.916583128,Medium,0.402376462
Ghaziabad,Gurugram,32,Afternoon,High,Rain,6.002724281,0.198469129,Medium,9.899343175
Delhi,Meerut,20,Morning,Low,Rain,4.764687919,0.999999215,Medium,1.398298028
Mathura,Sonipat,160,Morning,High,Storm,9.989443495,0.994102362,High,9.924779871
Mathura,Delhi,20,Morning,High,Storm,8.286126718,0.844505943,Medium,2.205889913
Sonipat,Meerut,70,Night,Low,Rain,1.201621315,0.809889597,Medium,1.823270774
Gurugram,Ghaziabad,32,Morning,High,Clear,8.41313493,0.227985389,Low,9.885041035
Meerut,Sonipat,70,Evening,High,Storm,9.984250787,0.999993311,High,1.414786687
Gurugram,Faridabad,32,Evening,High,Rain,9.992201005,0.915578753,Medium,1.646999385
Delhi,Gurugram,20,Evening,Low,Clear,0.83553661,0.058507227,Low,2.119019635
Gurugram,Faridabad,32,Night,Medium,Rain,9.151527998,0.976326988,Medium,1.049414126
Faridabad,Mathura,28,Morning,High,Clear,1.397888982,0.695277552,Low,8.677641298
Sonipat,Mathura,160,Night,Medium,Clear,4.881103099,0.996441299,Medium,1.255642905
Delhi,Sonipat,20,Afternoon,Low,Clear,9.991198153,0.999592987,Medium,9.677021456
Meerut,Faridabad,28,Morning,Medium,Rain,2.847711158,0.431331776,Medium,1.378525523
Mathura,Meerut,70,Night,High,Rain,6.298565229,0.999996954,Medium,9.764885185
Delhi,Noida,20,Evening,Low,Storm,3.224696042,0.946596398,Low,4.822148561
Mathura,Faridabad,28,Night,Low,Clear,9.661729261,0.695513988,Medium,8.274655385
Delhi,Meerut,20,Afternoon,Low,Rain,4.546885824,0.833766201,Medium,9.389777821
Faridabad,Sonipat,28,Night,Medium,Rain,9.497150672,0.611835723,Medium,5.584616181
Gurugram,Noida,18,Night,High,Storm,9.57487566,0.467467089,Low,9.973045579
Meerut,Mathura,70,Evening,Low,Storm,2.977833646,0.621538165,Medium,0.190111815
Sonipat,Gurugram,32,Night,High,Rain,9.994498603,0.713009784,Medium,0.624365896
Faridabad,Sonipat,28,Night,Medium,Clear,8.330473063,0.658644305,Medium,7.426832084
Sonipat,Gurugram,32,Afternoon,Low,Storm,9.99824932,0.782972476,Medium,6.731249738
Mathura,Noida,18,Afternoon,High,Clear,9.919057911,0.726045144,Medium,9.966145016
Delhi,Sonipat,20,Evening,Medium,Storm,9.991701962,0.835857178,Medium,2.462508141
Delhi,Ghaziabad,20,Morning,Low,Clear,3.349751684,0.006764114,Low,4.092490077
Noida,Meerut,18,Morning,Low,Storm,9.997508709,0.971445458,Medium,9.483545989
Noida,Faridabad,18,Afternoon,High,Clear,9.892967354,0.999918136,Medium,6.925110224
Noida,Meerut,18,Evening,Low,Clear,9.999990381,0.559691285,Low,9.244689705
Sonipat,Noida,18,Night,High,Storm,2.263911179,0.896979954,Low,6.090560517
Faridabad,Sonipat,28,Evening,High,Clear,3.880731506,0.172822653,Low,0.163570347
Gurugram,Sonipat,32,Morning,Low,Storm,9.12663539,0.369710398,Low,2.925679642
Sonipat,Mathura,160,Morning,Low,Rain,8.88598779,0.999778242,Medium,9.098318662
Gurugram,Noida,18,Morning,Low,Clear,8.870885512,0.085565699,Low,9.428204533
Sonipat,Meerut,70,Night,High,Rain,9.658981947,0.568520509,Medium,5.401076632
Noida,Faridabad,18,Night,High,Storm,9.999468554,0.956186023,High,9.939466193
Ghaziabad,Sonipat,22,Afternoon,Low,Storm,4.839435197,0.747565376,Low,9.822373873
Gurugram,Mathura,32,Evening,Low,Storm,6.006321184,0.981863132,Medium,3.669997416
Noida,Ghaziabad,18,Night,Low,Rain,9.921825555,0.976431958,Medium,2.196900227
Faridabad,Gurugram,32,Evening,High,Storm,8.148425658,0.998889561,Medium,9.386285646
Gurugram,Meerut,32,Night,Medium,Clear,9.888572533,0.952916436,Medium,4.557104718
Noida,Ghaziabad,18,Afternoon,High,Clear,7.742364516,0.605134317,Medium,1.997554624
Meerut,Delhi,20,Night,High,Clear,4.530325277,0.822682717,Low,2.523617061
Meerut,Sonipat,70,Afternoon,Low,Clear,9.997575857,0.865389377,Medium,9.851329621
Faridabad,Gurugram,32,Evening,Medium,Rain,8.639456403,0.023117695,Medium,1.867109809
Ghaziabad,Meerut,22,Afternoon,Low,Clear,8.873563779,0.996032655,Medium,6.375437731
Meerut,Mathura,70,Afternoon,Medium,Clear,9.848562988,0.075689467,Medium,0.120792366
Noida,Gurugram,18,Evening,Low,Storm,1.362623042,0.167578036,Low,9.324755268
Meerut,Noida,18,Afternoon,Low,Storm,3.37803013,0.653263762,Low,1.694503341
Mathura,Ghaziabad,22,Morning,Medium,Rain,9.500796457,0.992582867,Medium,9.994384601
Faridabad,Gurugram,32,Evening,Low,Storm,9.984770411,0.967736241,Medium,9.130221827
Meerut,Gurugram,32,Evening,High,Rain,7.969719126,0.958190109,Medium,0.039320631
Sonipat,Meerut,70,Night,Medium,Clear,1.221647483,0.665222825,Medium,6.120366344
Ghaziabad,Delhi,20,Night,Low,Clear,9.999964381,0.756154694,Medium,3.842359736
Meerut,Faridabad,28,Morning,Medium,Storm,3.773373,0.907966809,Medium,0.134500667
Ghaziabad,Meerut,22,Evening,Low,Storm,9.99999119,0.977099482,Medium,0.095124538
Meerut,Sonipat,70,Afternoon,High,Clear,8.007030161,0.980950926,Medium,6.130859483
Sonipat,Meerut,70,Afternoon,Medium,Storm,9.999655578,0.263982716,Medium,9.971006519
Sonipat,Mathura,160,Afternoon,Medium,Storm,0.328676682,0.408494858,Medium,8.845699759
Ghaziabad,Noida,18,Afternoon,High,Storm,5.954251562,0.999996386,Low,7.157092179
Noida,Gurugram,18,Morning,Medium,Clear,7.151802501,0.999597765,Medium,9.951627052
Mathura,Ghaziabad,22,Evening,High,Rain,9.994908804,0.99596345,Medium,8.891631913
Meerut,Faridabad,28,Morning,Low,Clear,4.477989826,0.949455115,Low,1.678380964
Gurugram,Faridabad,32,Evening,Medium,Clear,9.572850094,0.999536186,Medium,1.437229042
Gurugram,Mathura,32,Night,Low,Storm,9.494754415,0.264676013,Low,1.140887177
Gurugram,Ghaziabad,32,Afternoon,Medium,Clear,9.8933646,0.969817543,Medium,9.998366626
Noida,Meerut,18,Afternoon,Medium,Rain,3.892944602,0.98362381,Medium,9.736154397
Noida,Sonipat,18,Evening,Medium,Clear,8.049397505,0.534833081,Medium,5.674606349
Delhi,Noida,20,Afternoon,High,Rain,9.905560819,0.935814908,Medium,9.504552149
Gurugram,Ghaziabad,32,Afternoon,Low,Storm,0.171079036,0.935189535,Low,3.336466874
Mathura,Ghaziabad,22,Morning,High,Clear,9.78333128,0.444479768,Low,0.833162684
Faridabad,Delhi,20,Evening,Low,Rain,7.110706197,0.99978307,Medium,1.730116933
Noida,Meerut,18,Morning,Low,Storm,9.42749589,0.997161776,Medium,8.815084569
Meerut,Delhi,20,Night,Medium,Clear,9.9210817,0.166106763,Medium,0.823770261
Faridabad,Sonipat,28,Morning,Low,Rain,9.89323489,0.630737863,Medium,9.926416635
Noida,Gurugram,18,Night,Medium,Storm,0.408232344,0.307322155,Low,4.922025892
Meerut,Noida,18,Evening,High,Storm,9.999998791,0.746436685,Medium,1.688657877
Delhi,Ghaziabad,20,Evening,Low,Clear,6.978211229,0.924940034,Medium,1.594216899
Sonipat,Meerut,70,Night,High,Rain,9.444620769,0.972316127,High,9.467408865
Meerut,Delhi,20,Afternoon,Low,Clear,9.738770498,0.999435399,Medium,0.559594885
Gurugram,Faridabad,32,Night,High,Storm,9.615355132,0.992220208,High,9.857211091
Faridabad,Delhi,20,Night,High,Storm,7.581053181,0.99966472,Medium,1.771922928
Meerut,Faridabad,28,Evening,High,Clear,1.915591426,0.293539068,Low,2.074558613
Ghaziabad,Mathura,22,Night,Medium,Rain,9.517167815,0.203868497,Medium,8.637816782
Meerut,Delhi,20,Evening,Medium,Clear,9.559639319,0.217755872,Medium,0.102894997
Mathura,Gurugram,32,Afternoon,Low,Clear,9.999422162,0.960007458,Medium,1.363949518
Gurugram,Meerut,32,Evening,High,Rain,8.708325128,0.856484286,Medium,1.153123747
Sonipat,Delhi,20,Morning,Low,Clear,9.995069701,0.999941466,Medium,4.713231934
Ghaziabad,Mathura,22,Afternoon,Low,Clear,9.704620677,0.999494341,Medium,1.863056797
Gurugram,Ghaziabad,32,Night,Medium,Clear,9.4942788,0.081585162,Medium,9.776621532
Delhi,Ghaziabad,20,Morning,High,Storm,9.930264971,0.722875585,Medium,5.49136382
Delhi,Gurugram,20,Morning,Low,Clear,9.437372211,0.874411271,Medium,9.952642977
Delhi,Sonipat,20,Afternoon,Low,Clear,9.924197174,0.884057056,Medium,9.989754293
Meerut,Gurugram,32,Afternoon,Low,Rain,9.969602016,0.290355611,Medium,9.287557727
Ghaziabad,Meerut,22,Morning,High,Clear,9.954592691,0.903861717,Medium,5.05548832
Meerut,Sonipat,70,Evening,Medium,Rain,9.790115002,0.999853404,Medium,2.037124482
Noida,Delhi,20,Afternoon,Low,Clear,2.582706756,0.828882438,Low,6.173812394
Faridabad,Sonipat,28,Evening,Low,Storm,6.27913029,0.287153268,Low,9.504126485
Sonipat,Noida,18,Night,Low,Rain,9.884260001,0.650101363,Medium,9.475696022
Meerut,Noida,18,Morning,High,Clear,4.182396584,0.918048557,Low,6.83655527
Delhi,Noida,20,Afternoon,Low,Clear,3.576285712,0.421573819,Low,1.726283728
Faridabad,Sonipat,28,Evening,Medium,Storm,9.59659589,0.204123365,Medium,9.243219167
Ghaziabad,Gurugram,32,Night,Medium,Storm,9.978380253,0.117629431,Medium,1.348398349
Gurugram,Faridabad,32,Night,Low,Rain,9.949612344,0.851492227,Medium,0.048500695
Ghaziabad,Sonipat,22,Evening,High,Clear,9.752536346,0.465088004,Low,7.161129194
Mathura,Ghaziabad,22,Evening,Medium,Clear,9.614525997,0.670180719,Medium,1.981086826
Mathura,Ghaziabad,22,Morning,High,Storm,9.539027505,0.999652382,High,8.948124165
Ghaziabad,Noida,18,Night,Medium,Clear,10,0.745747918,Medium,9.788792232
Faridabad,Meerut,28,Afternoon,Low,Clear,9.307194276,0.345832075,Low,3.286383388
Sonipat,Mathura,160,Night,Low,Storm,8.926511217,0.499529959,Medium,7.776757717
Delhi,Sonipat,20,Night,High,Storm,9.225016649,0.99980636,High,0.413442192
Ghaziabad,Gurugram,32,Afternoon,Low,Storm,4.025312638,0.93446813,Low,8.809101485
Meerut,Faridabad,28,Evening,Medium,Storm,9.320372618,0.946891757,Medium,4.586657734
Gurugram,Sonipat,32,Afternoon,High,Storm,8.874991317,0.999142777,High,7.986743554
Faridabad,Noida,18,Night,Low,Storm,9.997388923,0.640485051,Medium,1.70265721
Sonipat,Gurugram,32,Evening,Medium,Clear,9.949449146,0.882787333,Medium,1.424461936
Delhi,Meerut,20,Afternoon,Low,Clear,7.52929209,0.982264907,Medium,7.431071526
Noida,Mathura,18,Evening,Medium,Clear,8.542066331,0.49757392,Medium,9.904071673
Delhi,Sonipat,20,Afternoon,Low,Storm,8.254039077,0.887614431,Medium,0.608872706
Gurugram,Mathura,32,Afternoon,Low,Clear,4.937927528,0.934145233,Low,7.983822962
Ghaziabad,Meerut,22,Night,Low,Rain,6.604580138,0.923244367,Medium,9.977272729
Gurugram,Delhi,20,Morning,High,Rain,9.803886817,0.972930573,Medium,3.253940825
Ghaziabad,Faridabad,22,Night,Medium,Rain,9.686632156,0.997979807,Medium,8.52468111
Faridabad,Meerut,28,Evening,High,Rain,4.136428621,0.999833223,Medium,9.910749791
Delhi,Meerut,20,Evening,Low,Storm,9.468846569,0.32526126,Low,9.300452462
Delhi,Gurugram,20,Evening,High,Rain,0.273607427,0.891791864,Medium,9.056274282
Sonipat,Meerut,70,Night,Low,Clear,8.723425676,0.999979369,Medium,6.311485427
Sonipat,Delhi,20,Night,Low,Clear,8.898978937,0.474440613,Low,9.317027254
Ghaziabad,Sonipat,22,Evening,Low,Storm,0.461788981,0.999753605,Low,7.001833523
Meerut,Mathura,70,Night,Medium,Rain,9.495417285,0.986462275,Medium,8.108104775
Sonipat,Noida,18,Afternoon,High,Storm,0.025520367,0.845548153,Low,3.787416132
Mathura,Faridabad,28,Night,Medium,Rain,9.994366569,0.29960614,Medium,7.735408404
Delhi,Meerut,20,Night,Low,Rain,9.493587427,0.751588715,Medium,9.537388678
Delhi,Ghaziabad,20,Morning,High,Storm,3.837024651,0.077484135,Low,9.712017263
Faridabad,Delhi,20,Afternoon,Medium,Rain,0.170793894,0.90838791,Medium,0.289490381
Ghaziabad,Gurugram,32,Morning,Medium,Storm,9.874762191,0.999970652,Medium,9.225366695
Gurugram,Ghaziabad,32,Evening,High,Storm,0.073682299,0.999477394,Low,8.773395127
Faridabad,Gurugram,32,Evening,Low,Storm,7.856159246,0.821887379,Medium,8.772818637
Ghaziabad,Mathura,22,Morning,Low,Storm,9.976760293,0.991170851,Medium,7.370794061
Ghaziabad,Gurugram,32,Afternoon,Low,Rain,2.678714984,0.969243301,Medium,7.131995066
Gurugram,Sonipat,32,Evening,High,Clear,9.993175937,0.863685509,Medium,9.999993048
Faridabad,Noida,18,Morning,Low,Clear,0.403851447,0.031516422,Low,9.689009437
Noida,Meerut,18,Afternoon,High,Storm,9.986500196,0.749953252,Medium,0.928792406
Noida,Faridabad,18,Afternoon,Low,Storm,3.772890405,0.929888408,Low,9.540290274
Gurugram,Noida,18,Night,Low,Clear,9.712104366,0.9660251,Medium,9.981613132
Faridabad,Delhi,20,Morning,Low,Storm,9.839481814,0.909796483,Medium,8.239058907
Ghaziabad,Meerut,22,Night,High,Clear,9.949455007,0.324945532,Low,7.727673635
Mathura,Noida,18,Afternoon,Low,Rain,8.019228458,0.989653738,Medium,8.605670092
Noida,Ghaziabad,18,Morning,High,Storm,9.999412786,0.002553355,Low,0.580155402
Meerut,Sonipat,70,Morning,Low,Clear,0.29533513,0.563033435,Low,2.175527847
Meerut,Gurugram,32,Evening,Medium,Rain,7.948549578,0.977089453,Medium,7.906908213
Ghaziabad,Sonipat,22,Afternoon,Medium,Clear,1.742959543,0.153228586,Low,9.9801142
Meerut,Gurugram,32,Morning,Medium,Clear,9.95090577,0.960030398,Medium,1.331241953
Ghaziabad,Mathura,22,Afternoon,Low,Clear,9.999974609,0.962708843,Medium,2.208730871
Gurugram,Delhi,20,Evening,High,Clear,7.632305826,0.968580096,Medium,0.957728066
Mathura,Noida,18,Evening,High,Rain,9.179148947,0.999820388,Medium,0.885880833
Mathura,Sonipat,160,Afternoon,Low,Clear,0.02116467,0.923681995,Medium,0.546521724
Gurugram,Sonipat,32,Morning,Low,Storm,1.043123876,0.914802461,Low,3.517526557
Noida,Mathura,18,Morning,Low,Rain,9.707217,0.948346991,Medium,5.390263603
Meerut,Sonipat,70,Evening,High,Clear,3.802831621,0.606781942,Medium,6.146271723
Mathura,Meerut,70,Evening,Medium,Storm,7.342477456,0.861375551,Medium,1.791268913
Ghaziabad,Sonipat,22,Afternoon,Medium,Rain,9.790271114,0.236906292,Medium,6.486209036
Delhi,Mathura,20,Afternoon,Low,Rain,9.29492324,0.347320971,Medium,1.9785158
Meerut,Faridabad,28,Evening,Low,Storm,9.934705882,0.791058226,Medium,1.980318125
Meerut,Gurugram,32,Night,High,Clear,6.894584242,0.017235535,Low,0.264152776
Faridabad,Meerut,28,Night,High,Clear,8.667360245,0.010082463,Low,3.709199965
Noida,Sonipat,18,Night,Medium,Clear,1.470144705,0.982172812,Medium,0.306769716
Mathura,Delhi,20,Afternoon,High,Rain,9.894453676,0.252088955,Medium,6.384467852
Meerut,Sonipat,70,Night,Medium,Rain,9.916364735,0.915624638,Medium,9.999596516
Meerut,Mathura,70,Morning,Low,Clear,9.683756381,0.33776123,Medium,8.034485064
Gurugram,Sonipat,32,Night,Low,Clear,9.427573411,0.569060309,Low,9.998692221
Ghaziabad,Meerut,22,Night,High,Clear,5.920963943,0.285951271,Low,9.008061092
Ghaziabad,Meerut,22,Night,Low,Storm,8.948581962,0.894472331,Medium,9.95984673
Sonipat,Gurugram,32,Night,High,Clear,3.23455654,0.9950777,Low,0.867401547
Ghaziabad,Meerut,22,Night,Medium,Rain,0.640120918,0.876686682,Medium,9.975868804
Meerut,Gurugram,32,Evening,Low,Clear,9.985979406,0.678729213,Medium,9.732126262
Delhi,Meerut,20,Afternoon,High,Storm,9.997621014,0.999567357,High,1.027961176
Gurugram,Delhi,20,Afternoon,Low,Storm,5.712495257,0.992855272,Low,9.218507785
Ghaziabad,Mathura,22,Afternoon,High,Storm,9.819200511,0.933303239,High,9.173916959
Faridabad,Ghaziabad,22,Afternoon,Medium,Storm,9.696341586,0.61347752,Medium,0.723429778
Delhi,Meerut,20,Afternoon,Medium,Clear,0.09678668,0.629924177,Medium,7.561070511
Sonipat,Faridabad,28,Night,High,Storm,6.807245027,0.993623564,Medium,8.948723161
Mathura,Meerut,70,Morning,Medium,Rain,6.996230872,0.398693114,Medium,9.719296037
Faridabad,Sonipat,28,Evening,Medium,Rain,6.370129173,0.929484691,Medium,1.898417067
Delhi,Mathura,20,Night,Low,Clear,0.439996697,0.935197943,Low,6.27913441
Ghaziabad,Gurugram,32,Evening,Low,Storm,5.835774634,0.992300312,Low,4.881358742
Meerut,Noida,18,Afternoon,Medium,Storm,7.081803049,0.556602366,Medium,9.928986692
Meerut,Gurugram,32,Afternoon,Medium,Storm,5.658418815,0.99036372,Medium,6.005127933
Ghaziabad,Noida,18,Evening,Low,Storm,9.611622333,0.815335038,Medium,9.998825775
Ghaziabad,Noida,18,Night,Low,Clear,8.378471082,0.999312013,Medium,0.360147898
Gurugram,Delhi,20,Afternoon,Medium,Storm,6.904632934,0.695474283,Medium,4.957568482
Faridabad,Delhi,20,Afternoon,Medium,Clear,9.938358555,0.982355456,Medium,0.622256452
Meerut,Sonipat,70,Night,Low,Storm,0.283110608,0.982526942,Medium,9.998507947
Mathura,Sonipat,160,Afternoon,Medium,Storm,9.897485627,0.325656607,Medium,9.995516445
Delhi,Ghaziabad,20,Night,High,Clear,9.842200784,0.944924432,Medium,2.208013266
Ghaziabad,Mathura,22,Afternoon,Low,Clear,1.263763074,0.410629144,Low,9.976550122
Mathura,Delhi,20,Evening,Low,Storm,9.459866336,0.531814105,Low,2.612993529
Noida,Sonipat,18,Afternoon,High,Clear,9.828096313,0.058349074,Low,6.510763259
Ghaziabad,Sonipat,22,Night,High,Clear,2.730162636,0.927127971,Low,0.183152589
Sonipat,Noida,18,Afternoon,High,Rain,7.814897351,0.989392203,Medium,0.088914609
Faridabad,Ghaziabad,22,Evening,High,Rain,3.020487061,0.520438847,Low,9.96771748
Ghaziabad,Mathura,22,Afternoon,Low,Clear,9.721804457,0.591550475,Low,9.389126764
Faridabad,Meerut,28,Night,Medium,Clear,9.399039194,0.922809339,Medium,9.677389883
Noida,Delhi,20,Night,High,Clear,9.992264883,0.801451357,Medium,8.993576829
Faridabad,Noida,18,Afternoon,Low,Storm,9.386936719,0.796787132,Medium,3.759147094
Sonipat,Delhi,20,Morning,Medium,Storm,8.217388664,0.118768085,Medium,1.537855114
Noida,Ghaziabad,18,Afternoon,High,Storm,2.342170927,0.532831311,Low,6.268331821
Gurugram,Meerut,32,Evening,Medium,Rain,9.998790185,0.426886453,Medium,6.13986971
Noida,Ghaziabad,18,Morning,Low,Rain,9.536274464,0.928599476,Medium,9.714719426
Gurugram,Delhi,20,Evening,Low,Clear,8.947732521,0.536566593,Low,6.815535316
Sonipat,Meerut,70,Morning,Low,Clear,7.446132312,0.990028048,Medium,8.809760345
Noida,Sonipat,18,Night,High,Clear,8.145085773,0.000106592,Low,9.653463938
Delhi,Faridabad,20,Night,Low,Rain,0.42306213,0.994481565,Medium,8.704845126
Noida,Delhi,20,Night,High,Rain,9.926590026,0.325282492,Medium,9.984052244
Noida,Mathura,18,Night,Medium,Clear,9.991354195,0.725202129,Medium,3.806594317
Sonipat,Gurugram,32,Afternoon,High,Clear,9.955877026,0.376824216,Low,1.072217917
Ghaziabad,Mathura,22,Night,Medium,Clear,8.256946842,0.126418126,Medium,8.580061496
Sonipat,Mathura,160,Evening,Low,Rain,9.979448809,0.605782853,Medium,8.589426666
Ghaziabad,Noida,18,Morning,Low,Storm,5.989331532,0.996832755,Low,4.01505901
